2017-07-01 00:00,6157,2017-07-01 00:06,6151,362,1
2017-07-01 00:00,6312,2017-07-01 00:39,6410,2382,1
2017-07-01 00:00,6117,2017-07-01 00:14,6387,862,1
2017-07-01 00:00,6362,2017-07-01 00:24,6141,1432,0
2017-07-01 00:00,6017,2017-07-01 00:21,6383,1268,1
2017-07-01 00:00,6113,2017-07-01 00:07,6026,448,1
2017-07-01 00:00,6261,2017-07-01 00:08,6368,469,0
2017-07-01 00:00,6209,2017-07-01 00:09,6212,543,0
2017-07-01 00:00,6745,2017-07-01 00:02,6043,112,1
2017-07-01 00:00,6104,2017-07-01 00:33,6393,1995,1
2017-07-01 00:00,6261,2017-07-01 00:08,6368,457,0
2017-07-01 00:00,6012,2017-07-01 00:12,6108,674,1
2017-07-01 00:00,6023,2017-07-01 00:18,6026,1054,0
2017-07-01 00:00,6173,2017-07-01 00:10,6139,602,1
2017-07-01 00:01,6201,2017-07-01 00:09,6206,487,1
2017-07-01 00:01,6371,2017-07-01 00:06,6260,314,1
2017-07-01 00:01,6012,2017-07-01 00:14,6209,782,0
2017-07-01 00:01,6012,2017-07-01 00:14,6209,763,0
2017-07-01 00:01,6752,2017-07-01 00:14,6711,761,1
2017-07-01 00:01,6752,2017-07-01 00:14,6711,760,1
2017-07-01 00:01,6039,2017-07-01 00:18,6042,980,1
2017-07-01 00:01,6214,2017-07-01 00:08,7037,391,1
2017-07-01 00:01,6178,2017-07-01 00:07,6170,366,1
2017-07-01 00:01,6151,2017-07-01 00:14,6020,741,1
2017-07-01 00:01,6012,2017-07-01 00:14,6209,755,0
2017-07-01 00:01,6752,2017-07-01 00:14,6711,760,1
2017-07-01 00:01,6061,2017-07-01 00:27,6184,1551,0
2017-07-01 00:01,6174,2017-07-01 00:08,6209,376,0
2017-07-01 00:02,6081,2017-07-01 00:19,6154,1072,1
2017-07-01 00:02,6174,2017-07-01 00:08,6209,356,1
2017-07-01 00:02,6328,2017-07-01 00:06,6336,283,1
2017-07-01 00:02,6199,2017-07-01 00:15,6156,785,1
2017-07-01 00:02,6039,2017-07-01 00:12,6042,610,1
2017-07-01 00:02,6224,2017-07-01 00:24,6036,1310,1
2017-07-01 00:02,6927,2017-07-01 00:18,6184,976,1
2017-07-01 00:02,6752,2017-07-01 00:14,6711,714,1
2017-07-01 00:02,6340,2017-07-01 00:08,6257,358,1
2017-07-01 00:02,6340,2017-07-01 00:08,6257,349,1
2017-07-01 00:02,6113,2017-07-01 00:24,6100,1308,1
2017-07-01 00:02,6194,2017-07-01 00:06,6406,213,1
2017-07-01 00:02,6321,2017-07-01 00:32,6021,1799,1
2017-07-01 00:02,6012,2017-07-01 00:30,6397,1674,1
2017-07-01 00:03,6908,2017-07-01 00:26,6131,1404,0
2017-07-01 00:03,6321,2017-07-01 00:33,6021,1792,1
2017-07-01 00:03,6225,2017-07-01 00:08,6230,305,1
2017-07-01 00:03,7033,2017-07-01 00:18,6218,942,1
2017-07-01 00:03,6225,2017-07-01 00:08,6230,301,1
2017-07-01 00:03,6019,2017-07-01 00:24,6421,1279,1
2017-07-01 00:03,6307,2017-07-01 00:06,6177,181,1
2017-07-01 00:03,6078,2017-07-01 00:30,6432,1604,1
2017-07-01 00:03,7032,2017-07-01 00:09,6220,367,1
2017-07-01 00:03,6067,2017-07-01 00:22,6418,1109,1
2017-07-01 00:03,6752,2017-07-01 00:14,6711,643,0
2017-07-01 00:03,6174,2017-07-01 00:08,6209,266,1
2017-07-01 00:03,6245,2017-07-01 00:17,6160,840,1
2017-07-01 00:03,6078,2017-07-01 00:05,6073,84,1
2017-07-01 00:04,6018,2017-07-01 00:34,6008,1840,0
2017-07-01 00:04,6202,2017-07-01 00:20,6262,989,1
2017-07-01 00:04,6073,2017-07-01 00:16,6404,721,1
2017-07-01 00:04,7034,2017-07-01 00:19,6372,885,1
2017-07-01 00:04,6012,2017-07-01 00:12,6019,472,1
2017-07-01 00:04,6078,2017-07-01 00:12,6063,502,1
2017-07-01 00:04,6078,2017-07-01 00:36,7061,1927,0
2017-07-01 00:04,6148,2017-07-01 00:16,6184,716,1
2017-07-01 00:04,6078,2017-07-01 00:15,6119,677,1
2017-07-01 00:04,6908,2017-07-01 00:24,6133,1214,0
2017-07-01 00:04,6209,2017-07-01 00:16,6143,715,0
2017-07-01 00:04,6018,2017-07-01 00:35,6008,1830,0
2017-07-01 00:04,6204,2017-07-01 00:11,7037,438,1
2017-07-01 00:04,6245,2017-07-01 00:20,6160,971,1
2017-07-01 00:04,6176,2017-07-01 00:07,6143,179,1
2017-07-01 00:04,6209,2017-07-01 00:16,6143,700,1
2017-07-01 00:04,6078,2017-07-01 00:12,6063,462,1
2017-07-01 00:04,6110,2017-07-01 00:16,7020,706,1
2017-07-01 00:05,6170,2017-07-01 00:12,6155,435,1
2017-07-01 00:05,6738,2017-07-01 00:24,6152,1152,1
2017-07-01 00:05,6170,2017-07-01 00:12,6155,429,1
2017-07-01 00:05,6097,2017-07-01 00:10,6064,325,1
2017-07-01 00:05,6361,2017-07-01 00:23,6394,1071,1
2017-07-01 00:05,6037,2017-07-01 00:11,6026,325,1
2017-07-01 00:05,6037,2017-07-01 00:11,6026,317,1
2017-07-01 00:05,6012,2017-07-01 00:14,6104,526,1
2017-07-01 00:06,7038,2017-07-01 00:21,6090,911,1
2017-07-01 00:06,6202,2017-07-01 00:32,6371,1611,0
2017-07-01 00:06,6007,2017-07-01 00:15,6038,540,0
2017-07-01 00:06,6140,2017-07-01 00:24,6221,1070,0
2017-07-01 00:06,6140,2017-07-01 00:23,6221,1066,1
2017-07-01 00:06,6007,2017-07-01 00:15,6038,545,0
2017-07-01 00:06,6206,2017-07-01 00:19,6031,785,0
2017-07-01 00:06,6206,2017-07-01 00:19,6031,789,0
2017-07-01 00:06,6083,2017-07-01 00:08,6083,110,1
2017-07-01 00:06,7080,2017-07-01 00:13,6206,418,1
2017-07-01 00:06,7080,2017-07-01 00:22,6418,963,1
